PATIENT_ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
9df4460a-2f66-2d07-de9e-0afaf84bb157,1971-09-29,,999-18-7495,S99981142,X69191086X,Mr.,Keven605,Daugherty69,,,S,white,nonhispanic,NaN,Camp Wood  Texas  US,1041 Schuppe Vale,Pearland,Texas,Harris County,48039.0,77511,0.295314183987823,-95.3382358445222,8913.94,3714.72,3229
6c434506-fb4b-3e3f-c19d-553dec3b6c17,1959-08-02,,999-44-3322,S99985936,X7405738X,Mrs.,Claudia969,Gracia333,,Pacheco179,M,black,hispanic,NaN,La Paz  Baja California  MX,625 Doyle Row,Dallas,Texas,Dallas County,48113.0,75052,0.3289327031741145,-96.99178676420648,12819.78,3442.72,5779
6872def5-772f-427c-3053-de6e1c71ce0a,1959-01-07,,999-96-6821,S99953992,X30944505X,Mr.,Alfred550,West559,,,M,white,hispanic,NaN,Round Rock  Texas  US,1037 Stehr Park,Flower Mound,Texas,Denton County,48121.0,75077,0.3307307652463693,-97.10650194036953,21161.93,0.0,363895
ae8722c8-8fe3-3bf6-9ae3-d25954bcb8b8,1984-01-24,,999-42-9609,S99942824,X81858149X,Mrs.,Yong583,Osinski784,,Turcotte120,M,white,nonhispanic,NaN,Georgetown  Texas  US,113 Oberbrunner Trail Suite 11,Fort Worth,Texas,Tarrant County,48439.0,76109,0.32676065735414483,-97.58013659005724,10382.24,0.0,48846
82340b68-7f78-8d50-15ba-0396be76a381,1998-11-16,,999-82-6124,S99998080,X10220313X,Mr.,Zackary401,Lehner980,,,,white,nonhispanic,NaN,Grapevine  Texas  US,427 Lemke Hollow,Austin,Texas,Travis County,48453.0,78733,0.30203828659950543,-97.7159586219739,11436.34,0.0,68505
d92132ce-06ac-3ab4-217f-97257a290b22,1965-09-14,,999-65-7810,S99931471,X65294064X,Mrs.,Dannette613,Stroman228,,Bauch723,M,white,nonhispanic,NaN,Killeen  Texas  US,593 Doyle Ranch,Post,Texas,Garza County,48169.0,79356,0.3331828679196755,-101.29437383225064,19010.57,0.0,70833
4b9c1991-8733-d3f6-777d-6310b5dd7af2,1967-04-28,,999-36-6696,S99973205,X80222938X,Mrs.,Delia459,Heathcote539,,Pagac496,M,black,hispanic,NaN,Pasadena  Texas  US,1062 Hegmann Row Apt 57,Dallas,Texas,Dallas County,48113.0,75150,0.32849815778264285,-96.8392356404818,12339.86,1230.24,31206
44a8ca45-6c6e-38bb-fac0-ddbf7a7ee3a4,1971-08-26,,999-51-4389,S99916438,X49044901X,Mr.,Rudolf736,Rohan584,,,D,white,nonhispanic,NaN,Atascocita  Texas  US,110 Johns Wall Suite 79,Pantego,Texas,Tarrant County,48439.0,76013,0.32668671293747764,-97.10618247421296,12993.45,0.0,47847
a832f5fa-07a9-e8ef-dc1a-8df6376be9cf,2003-06-22,,999-53-3586,S99964102,X4379513X,Mr.,Korey682,Howell947,,,,black,nonhispanic,NaN,San Antonio  Texas  US,542 Connelly Dam Suite 86,San Antonio,Texas,Bexar County,48029.0,78250,0.29393062076208204,-98.574211591123,10761.62,0.0,66991
9f6a80af-4fa3-bd0f-750b-94b7c3f7046d,1954-04-14,,999-41-5047,S99934010,X58538996X,Mrs.,Katherina205,Cole117,,Corwin846,M,white,nonhispanic,NaN,New Braunfels  Texas  US,947 Treutel Skyway Suite 59,Lubbock,Texas,Lubbock County,48303.0,79403,0.3362525343106544,-101.90689957559526,19093.42,1163.93,47252
6b060c17-b5af-82b5-0417-38644cf1fef5,1964-06-16,,999-32-3520,S99966984,X52803887X,Mr.,Joaquín233,Regalado83,,,M,white,hispanic,NaN,San Jose  San Jose  CR,129 Brakus Burg,El Paso,Texas,El Paso County,48141.0,79907,0.31948680053968603,-106.63065473555412,18963.13,0.0,-70549
7ac6b3c7-cdd7-23c4-52bf-a6cd4440a9d6,1973-05-11,,999-44-4295,S99917710,X72202225X,Mrs.,Norma469,Orozco750,,Esquibel766,D,white,hispanic,NaN,Caguas  Puerto Rico  PR,788 Reynolds Mall,Georgetown,Texas,Williamson County,48491.0,78633,0.30751885396069345,-97.78065373180364,11454.4,0.0,69914
0d7f673c-e7ef-53d0-f561-1a7e9dd15d0c,1966-11-18,,999-73-2801,S99917260,X23618943X,Mrs.,Julia241,Rico947,,Meléndez48,M,white,hispanic,NaN,Bayamon  Puerto Rico  PR,378 Yundt Plaza,El Paso,Texas,El Paso County,48141.0,79911,0.3171844384512404,-106.40792214232036,13703.46,0.0,38068
12e6dd54-169a-78f9-02f0-e7e41b07b0eb,2004-01-26,,999-85-8101,S99973608,,Ms.,Kandi717,Romaguera67,,,,white,nonhispanic,NaN,Krum  Texas  US,672 Koelpin Glen,Huntsville,Texas,Walker County,48471.0,77340,0.30701733360937433,-95.59712651164088,7577.38,3184.24,26142
e468e3f0-9c9c-5374-b953-db1ba26c9617,2005-01-07,,999-43-9141,S99943390,,Ms.,Towanda270,Harvey63,,,,white,nonhispanic,NaN,New Braunfels  Texas  US,418 Grimes Path,Houston,Texas,Harris County,48201.0,77377,0.2969538405050679,-95.18780746693044,10492.26,0.0,50734
d62238e5-917d-0df5-5c35-6aa5d13f17af,1949-07-27,,999-28-3434,S99995067,X68250562X,Ms.,Norma469,Méndez913,,,S,white,hispanic,NaN,Caguas  Puerto Rico  PR,1046 Lueilwitz Ranch Unit 15,Silverton,Texas,Briscoe County,48045.0,79257,0.3442093568080541,-101.295972604676,23608.69,2650.21,36487
73c66565-1b7f-5b57-4029-83de693606a4,1994-08-10,,999-29-2923,S99930509,X45548962X,Mrs.,Lia388,Kuhlman484,,Rosenbaum794,M,white,nonhispanic,NaN,Dallas  Texas  US,1073 Wunsch Quay Suite 85,Galveston,Texas,Galveston County,48167.0,77554,0.29241878535883076,-94.97208500745968,11206.16,0.0,47115
b29d5c39-026f-83b0-9e74-963143634b97,2000-10-22,,999-48-6275,S99948962,X23807568X,Mr.,Marc757,Batz141,,,,asian,nonhispanic,NaN,Cantho  Cần Thơ  VN,344 Waters Way,Port Neches,Texas,Jefferson County,48245.0,77619,0.2996186110923631,-93.89386341456876,11166.98,0.0,55366
2b440c6c-29db-af6a-02a2-30a13411bf78,1982-04-23,,999-48-8318,S99985925,X78159764X,Mr.,Noah480,Weber641,,,D,white,nonhispanic,NaN,Llano  Texas  US,611 Grant Trafficway,Irving,Texas,Dallas County,48113.0,75060,0.32849947157637444,-96.8936975453354,6098.65,4802.72,9751
6be6dbc4-b4fa-be8d-bc6f-1439800193f2,1943-11-10,,999-15-1972,S99977769,X78585784X,Mrs.,Elisa944,Rojas511,,Melgar516,M,black,hispanic,NaN,Wesley  Saint Andrew Parish  DM,228 Osinski Ramp Unit 30,Fort Worth,Texas,Tarrant County,48439.0,76103,0.32717812679636155,-97.30161946087878,20597.49,6070.57,12959
54a6f9f9-8f70-4897-015c-3762e169e70f,1998-12-16,,999-85-7848,S99954544,X66308403X,Mr.,Jc393,Leffler128,,,,white,nonhispanic,NaN,Pampa  Texas  US,246 Ondricka Glen,Houston,Texas,Harris County,48201.0,77049,0.2978804641113241,-95.33828796700584,11166.98,0.0,41602
d9fb22dd-45ab-41e3-7c6c-393d74805e67,1952-04-16,,999-94-7134,S99991751,X3657367X,Mrs.,Mari763,Hegmann834,,Fadel536,M,asian,nonhispanic,NaN,Mumbai  Maharashtra  IN,291 Wintheiser Dam Apt 49,Plano,Texas,Collin County,48085.0,75013,0.3307899104722319,-96.72280104887082,19029.64,1725.28,723604
aeb6fd40-c0da-23a8-7b46-6c9fe558d7b2,2020-03-26,,999-22-1245,,,,María del Carmen27,Garay400,,,,white,hispanic,NaN,Gaudalajara  Jalisco  MX,934 Schamberger Route,San Antonio,Texas,Bexar County,48029.0,78256,0.29263927567226067,-98.52476437755452,400.0,4736.32,15181
fb00b97e-91b2-234e-4c91-09276b3d8366,2010-07-21,,999-48-1687,,,,Kristina583,Pfeffer420,,,,white,nonhispanic,NaN,Dallas  Texas  US,862 Kris Gateway,Fort Worth,Texas,Tarrant County,48439.0,76052,0.326213973296254,-97.17363060524534,9553.46,0.0,71910
7e1e93f8-2031-7073-b428-b300a71d0b5f,2017-09-21,,999-39-3058,,,,Elvira561,Téllez750,,,,white,hispanic,NaN,Carolina  Puerto Rico  PR,576 Kuvalis Dale,Corpus Christi,Texas,Nueces County,48355.0,78413,0.2772248583225661,-97.34919953820491,600.0,5888.4,22729
e0b758ad-b2b3-8de6-ea86-e7cfb37eeaa4,1946-09-19,,999-90-9896,S99978889,X8240970X,Ms.,Shandra823,Parisian75,,,S,white,nonhispanic,NaN,Dallas  Texas  US,355 Kulas Passage Apt 81,Frisco,Texas,Collin County,48121.0,75056,0.3313079701307071,-96.88572522799548,18023.15,4682.59,958789
3cb00951-f5a6-8180-00d2-ae0322d2ea7d,1969-05-28,,999-42-7034,S99930079,X59663513X,Mr.,Colton403,Gislason620,,,M,white,nonhispanic,NaN,Lubbock  Texas  US,420 Kovacek Rue Suite 62,Austin,Texas,Travis County,48453.0,78703,0.30254747458877335,-97.94827989282037,8817.12,3714.72,5321
abc45bec-b36e-3f75-e1d9-8773646608f3,1968-02-08,,999-47-1555,S99974215,X55868030X,Mrs.,Marcela739,Preciado125,,Barela183,M,black,hispanic,NaN,La Paz  Baja California  MX,486 Simonis Parade Suite 41,Dallas,Texas,Dallas County,48113.0,75062,0.32824478826752485,-96.76032280967496,11956.73,1230.24,28106
e5b40b82-031b-610f-787e-2a4242efcfea,2014-04-20,,999-80-5043,,,,Romaine793,Brakus656,,,,white,nonhispanic,NaN,Houston  Texas  US,203 Ortiz Wall Suite 23,Quanah,Texas,Hardeman County,48197.0,79252,0.3434755685008017,-99.78574976890532,900.0,6396.48,11387
801f9570-e398-cfde-9c80-2381c03ab30e,2021-01-31,,999-39-5076,,,,Ernest565,Gorczany269,,,,white,hispanic,NaN,Fort Worth  Texas  US,632 Batz Common Unit 53,Austin,Texas,Travis County,48453.0,78723,0.302357699261357,-97.70989930334666,5002.96,0.0,69740
3237ddd9-55c0-a584-90cc-83b1d1ae39bf,2017-01-29,,999-31-2229,,,,Concepción765,Razo972,,,,black,hispanic,NaN,Marigot  Saint Andrew Parish  DM,187 Emmerich Parade,Rusk,Texas,Cherokee County,48073.0,75785,0.31803183364869597,-95.14714307985396,700.0,6057.76,15648
229a1e6d-1714-f0cd-8253-a8729632291e,1962-06-05,,999-53-4027,S99997373,X18523097X,Mr.,Rey54,Treutel973,,,M,white,nonhispanic,NaN,Fort Worth  Texas  US,318 Pacocha Drive,Houston,Texas,Harris County,48201.0,77012,0.29748262418952687,-95.62535342985204,11338.18,3442.72,15274
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,1976-12-12,,999-23-8384,S99975300,X39564403X,Mrs.,Juliane376,Barton704,,Boyle917,D,white,hispanic,NaN,Houston  Texas  US,693 Williamson Lock Unit 73,Wolfforth,Texas,Lubbock County,48303.0,79382,0.33474565428026554,-101.98268233315304,13483.21,0.0,116672
9cb5a91e-6d01-1996-6b45-a6ddd9b7076c,1965-03-30,,999-22-7778,S99965793,X62615805X,Mr.,Miguel Ángel46,Robles531,,,M,white,hispanic,NaN,La Paz  Baja California  MX,1026 Huels Boulevard,San Antonio,Texas,Bexar County,48029.0,78212,0.2933832120195535,-98.33537892216376,13859.05,0.0,44931
3c865c64-7112-8dc1-d3a4-a5a102bede45,2011-09-18,,999-65-8389,,,,Norman647,Christiansen251,,,,white,hispanic,NaN,Mansfield  Texas  US,1018 Gusikowski Trailer,Balch Springs,Texas,Dallas County,48113.0,75253,0.3269531972483575,-96.59556525356363,8648.56,0.0,72173
9ecb78eb-1783-f5e7-2527-05dcb17916d8,2004-05-29,,999-28-6335,S99956922,,Mr.,Ryan260,Swaniawski813,,,,white,hispanic,NaN,San Antonio  Texas  US,1068 Larkin Underpass Apt 68,Jourdanton,Texas,Atascosa County,48013.0,78026,0.288386415206466,-98.62132582796411,10262.08,0.0,55121
aab91768-4ec3-4c91-e67f-31916a784409,2019-08-14,,999-59-5093,,,,Helena807,Becker968,,,,white,nonhispanic,NaN,Houston  Texas  US,293 Kihn View,Austin,Texas,Travis County,48453.0,78748,0.3032451212586034,-97.75629336331164,4082.35,1323.33,55062
33d477d9-1fe8-91c1-cba0-6bd8f8415e65,2009-06-01,,999-62-8911,,,,Jimmie93,Willms744,,,,white,nonhispanic,NaN,Houston  Texas  US,246 Beahan Throughway Unit 79,Arlington,Texas,Tarrant County,48439.0,76063,0.3258172229191419,-97.13450623054828,8608.29,1214.53,39149
eb76c027-3233-acb1-fd9a-099047ca7cb4,1958-02-03,,999-44-9063,S99963127,X8444999X,Mrs.,Rosalva540,Hamill307,,Yundt842,M,white,nonhispanic,NaN,Blanco  Texas  US,644 Reilly Bypass,Highland,Texas,Denton County,48121.0,76226,0.3308605367486522,-97.0923344480244,21788.96,172.36,68761
d172514a-6703-7f8e-b76d-a9ddc6e49a5b,2001-09-01,,999-24-9427,S99954462,X59173649X,Mr.,Adolfo777,Jaskolski867,,,,white,nonhispanic,NaN,Baytown  Texas  US,327 Jerde Common Suite 22,Irving,Texas,Dallas County,48113.0,75038,0.3283454227732648,-97.00325670883034,3896.26,7270.72,19632
de064367-b981-212e-7640-35b1c6fc7b50,9999-99-99,,999-21-7544,,,,Tobias236,Walsh511,,,,white,nonhispanic,NaN,Rowlett  Texas  US,116 Hane Ville,Conroe,Texas,Montgomery County,48339.0,77303,0.3019975771988977,-95.44687306255985,9822.82,0.0,60928
36b04a95-4c30-db64-3e7a-1215ebdb5c33,2023-09-16,,999-65-3913,,,,Emilio417,Bahena335,,,,white,hispanic,NaN,Mexico City  Mexico City  MX,922 O'Connell Loaf,Socorro,Texas,El Paso County,48141.0,79928,0.3166937161214912,-106.27998757421672,1352.08,0.0,69401
2ff5b5a6-d177-3b18-8e85-efa8aa817da5,1994-05-09,,999-57-6646,S99910223,X27591421X,Mr.,Neil122,Littel644,,,M,white,hispanic,NaN,Rose City  Texas  US,341 Price Landing Suite 26,Fort Worth,Texas,Tarrant County,48439.0,76155,0.32858745161744374,-97.31022101609284,11070.16,0.0,160644
98b29475-c028-0a58-e08f-0cd93982a198,1990-10-06,,999-48-9706,S99998415,X89200502X,Mr.,Augustine565,Bauch723,,,M,black,nonhispanic,NaN,Austin  Texas  US,339 Durgan Course Apt 89,Lewisville,Texas,Denton County,48121.0,75028,0.3305523378331039,-96.9192807423323,7933.28,2318.24,25718
8196e80b-2dd7-6f13-8bd2-432e7b14e47b,1991-12-25,,999-85-2624,S99946790,X61509019X,Mr.,Rupert654,Lebsack687,,,M,white,nonhispanic,NaN,Houston  Texas  US,883 Jacobson Avenue Suite 98,Houston,Texas,Harris County,48157.0,77494,0.2995616328938378,-95.19870689473368,10478.59,452.93,190210
4bfd1cb9-8984-249c-c37f-2353c74f66a6,2015-07-04,,999-68-2719,,,,Carmelo33,Stamm704,,,,white,nonhispanic,NaN,Post  Texas  US,713 Roberts Tunnel Suite 55,San Antonio,Texas,Bexar County,48029.0,78202,0.2939243997027553,-98.36351948283846,7027.12,0.0,165558
08b3d6d2-696d-0746-a0d3-c2a5d463f7ba,1970-01-28,,999-17-8313,S99990542,X48568960X,Ms.,Jenna662,Turner526,,,S,white,nonhispanic,NaN,Dallas  Texas  US,835 Ondricka Haven Unit 91,Star Harbor,Texas,Henderson County,48213.0,75148,0.32158588655772774,-96.01903180493464,12898.02,0.0,95134
47a09a92-ead2-b13a-c858-5adb5b8613ad,2004-03-07,,999-21-5081,S99956333,,Mr.,Randell912,Murphy561,,,,white,nonhispanic,NaN,Channelview  Texas  US,371 Considine Haven Suite 65,Humble,Texas,Harris County,48201.0,77338,0.2998263889104402,-95.25927838693636,10262.08,0.0,144968
0d03cc3c-5fc3-79bf-1e7c-982cff303066,2009-03-05,,999-72-6031,,,,Chester802,Harber290,,,,native,hispanic,NaN,Pasadena  Texas  US,927 Johnson Rest Suite 12,Fort Bliss,Texas,El Paso County,48141.0,79916,0.318201527731561,-106.46747230075528,9822.82,0.0,65689
b5ee241c-8d9f-67a4-437a-5665fb026da3,1968-03-09,,999-75-5198,S99957978,X25022774X,Mrs.,Ester635,Galarza986,,Montes106,M,white,hispanic,NaN,San Jose  San Jose  CR,157 Walsh Highlands Suite 20,Hereford,Texas,Deaf Smith County,48117.0,79045,0.3495905689896496,-102.5354653235148,13300.74,0.0,61140
cf0317fa-538c-da95-fa7c-eb5466ede656,1989-09-14,,999-81-9986,S99998076,X64525985X,Mr.,Bo157,Armstrong51,,,S,white,hispanic,NaN,Burkburnett  Texas  US,728 Kuhlman Lane Suite 85,Odessa,Texas,Ector County,48135.0,79766,0.31944021731609434,-102.33146691047524,11020.42,0.0,38991
ddfa516a-3f42-af6c-5779-548d6943e116,1986-10-23,,999-48-9374,S99969604,X35619940X,Mr.,Stanley702,Terry864,,,S,asian,nonhispanic,NaN,Macau  Macao Special Administrative Region of the People's Republic of China  CN,230 Anderson Mill,Houston,Texas,Harris County,48201.0,77396,0.29774322372831047,-95.1580514481701,11017.78,0.0,61420
2add8cb0-9ec4-15de-4e5b-e812509a5068,1969-03-29,,999-59-2264,S99976398,X73938611X,Mrs.,Barbara209,Mejía318,,Bañuelos542,M,white,hispanic,NaN,Bogota  Bogota  CO,434 Wisozk Road,Dallas,Texas,Collin County,48113.0,75080,0.328825436874584,-96.91444258966452,16328.96,0.0,162002
cf5956bb-34f2-841b-2505-57b99991c377,1990-01-24,,999-36-9799,S99929280,X85067957X,Mrs.,Dagmar148,King743,,Hills818,M,white,nonhispanic,NaN,Little Elm  Texas  US,592 Schinner Heights Suite 91,Cedar Park,Texas,Williamson County,48453.0,78750,0.30392172068716755,-97.8145520713294,11630.68,0.0,47402
509acf6b-ef54-fc75-32c0-3b542ba71495,1968-01-30,,999-20-3416,S99949985,X85654866X,Mr.,Francesco636,Weber641,,,D,black,nonhispanic,NaN,San Antonio  Texas  US,765 Braun Lane,Waco,Texas,McLennan County,48309.0,76643,0.31459437819718866,-97.21380750753453,18591.81,0.0,42555
6a638349-4d85-7671-110b-41c3347b1d97,1994-07-15,,999-31-9191,S99963623,X76451927X,Mrs.,Jesusita936,Lindgren255,,Hahn503,M,black,nonhispanic,NaN,Paloma Creek South  Texas  US,427 McDermott Lock Apt 34,Dallas,Texas,Dallas County,48113.0,75215,0.32682918104656244,-96.88201882116644,11569.7,0.0,78111
1430c5ce-aacb-45c3-6ffe-ff517a569541,1970-06-12,,999-72-8177,S99985729,X67060881X,Mr.,Clair921,Schuster709,,,D,hawaiian,nonhispanic,NaN,Dallas  Texas  US,433 Goodwin Bay Apt 57,Galveston,Texas,Galveston County,48167.0,77551,0.29268016399007946,-94.8094208188428,11531.78,1366.24,30582
ca424f09-df70-f4a9-986f-8e11f4dd838b,1972-06-08,,999-24-6810,S99957085,X19988097X,Mr.,Cliff504,Hahn503,,,M,white,nonhispanic,NaN,Dallas  Texas  US,382 Nader Passage,Fort Worth,Texas,Tarrant County,48439.0,76177,0.32702916350303235,-97.36059541988092,14491.62,0.0,49151
9997b8ce-f9ed-19b2-c67c-9e0ae75862a7,1987-12-04,,999-95-7186,S99958496,X42664720X,Ms.,Marquitta546,Medhurst46,,,S,white,hispanic,NaN,El Paso  Texas  US,963 Wunsch Gateway Unit 80,Doolittle,Texas,Hidalgo County,,0,0.2632799189855836,-98.11782733805748,10748.42,0.0,193522
ca286431-e75a-ccdb-f1bf-b3d1bf3e6ef1,1992-02-02,,999-98-9577,S99998365,X87675333X,Ms.,Gilma310,Bogan287,,,S,white,hispanic,NaN,Mesquite  Texas  US,1002 Schimmel Underpass Suite 83,Laredo,Texas,Webb County,48479.0,78043,0.277958349553044,-99.6942937527336,11431.06,0.0,39831
0255e447-8975-9a0a-965f-75266aaa37f1,1986-03-15,,999-53-1358,S99993984,X81869358X,Mrs.,Marcelene872,Tremblay80,,Sporer811,M,white,hispanic,NaN,San Antonio  Texas  US,1074 Botsford Mall,Fabens,Texas,El Paso County,48141.0,79838,0.3146153906318295,-106.13862440057824,5715.52,4802.72,5348
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,1961-01-01,,999-20-5991,S99920997,X64467457X,Mr.,Clemente531,Villa94,,,M,white,hispanic,NaN,Santo Domingo  National District  DO,1070 Stroman Annex,Round Rock,Texas,Williamson County,48491.0,78626,0.3047427714299097,-97.74358115056,16053.2,0.0,35491
ed95baea-6b99-fbd8-5dde-6b6402221cfb,1982-09-29,,999-80-2914,S99947049,X19942536X,Mrs.,Clelia416,Doyle959,,Rodriguez71,M,white,nonhispanic,NaN,Frisco  Texas  US,132 Bergstrom Vista Suite 63,Pflugerville,Texas,Travis County,48491.0,78664,0.3051608688690338,-97.57708513594122,12868.77,0.0,98458
e1023705-8bfa-838d-05e3-2616cc2ad182,1997-08-19,,999-92-6964,S99995221,X30920273X,Ms.,Arica110,Stracke611,,,,white,nonhispanic,NaN,Houston  Texas  US,122 Marvin Ramp Apt 11,Fort Worth,Texas,Tarrant County,48439.0,76116,0.3270736560765299,-97.64204751344158,11436.34,0.0,38158
6099312c-bb96-dbc6-c51c-00ca66e0273a,1974-04-21,,999-25-2889,S99974045,X43282464X,Mr.,Jarred626,Gislason620,,,M,white,nonhispanic,NaN,Austin  Texas  US,498 Dare Passage Apt 52,Austin,Texas,Travis County,48453.0,78754,0.303372655395022,-97.8564919111592,11321.04,0.0,104753
3a46995f-0d6d-db33-42b9-1582414dffef,2012-11-12,,999-42-2928,,,,Alvin56,Rempel203,,,,white,nonhispanic,NaN,Irving  Texas  US,1051 Bergnaum Ramp,Socorro,Texas,El Paso County,48141.0,79928,0.3161695985105825,-106.14207986412076,1100.0,7143.2,10864
5b487563-d72d-1d1e-8964-fec6508febbd,1979-11-03,,999-11-1141,S99925336,X7510763X,Mr.,Lyman173,Mayer370,,,D,white,nonhispanic,NaN,Tyler  Texas  US,462 Sanford Tunnel,Anna,Texas,Collin County,48085.0,75454,0.33352898504404876,-96.53488011292448,15488.47,0.0,59789
12328950-1a9d-3de8-714c-b4c5b29a3749,1975-09-14,,999-64-7246,S99990551,X18416493X,Mr.,Lyle846,Armstrong51,,,D,white,nonhispanic,NaN,Southlake  Texas  US,983 Prosacco Green,Muenster,Texas,Cooke County,48097.0,76252,0.33686971807296423,-97.36532478186447,11820.58,0.0,122030
aff5855f-d411-2f08-57b6-025559937742,2016-03-27,,999-95-1784,,,,Chadwick722,Schmidt332,,,,white,nonhispanic,NaN,Missouri City  Texas  US,733 Kilback Promenade Apt 13,Plano,Texas,Collin County,48085.0,75024,0.3300564515069507,-96.83219963506254,700.0,6057.76,16873
03289eed-0508-c96b-e70a-5a16a5e89249,1954-11-14,,999-64-8670,S99997985,X55381817X,Mr.,Seth414,Hintz995,PhD,,S,white,hispanic,NaN,Hewitt  Texas  US,457 Rodriguez Fork,San Antonio,Texas,Bexar County,48029.0,78221,0.2957312208031677,-98.77442574864897,15620.71,909.71,100626
8d091ce8-ac29-a58d-a09a-50cf5aff34b6,1972-12-31,,999-52-2140,S99958057,X8617369X,Mrs.,Tabatha105,Kuhic920,,Nolan344,D,hawaiian,nonhispanic,NaN,Hardin  Texas  US,127 Hansen Terrace,Wichita Falls,Texas,Wichita County,48485.0,76309,0.3388739901529163,-98.51592727768517,15751.61,0.0,63788
f64ce1fe-1931-6641-1850-2fd3e263becf,1983-07-07,,999-22-5027,S99937611,X58573778X,Mrs.,Gwen761,Crona259,,Lakin515,M,white,hispanic,NaN,San Antonio  Texas  US,487 Yundt Grove Suite 50,Winters,Texas,Runnels County,48399.0,79567,0.3195157060924524,-99.9537438455952,10787.6,0.0,-57145
